POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,latitude,longitude
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31422,Ventos de Santa Brígida VII,BR7-15,747113.0,9023476.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brigida VII Energias Renováveis S.A,,259,PE,EOLCVPE031422-6-01,-8.827491732999931,-36.75336717899995
1.58,123.5,85.0,77.0,2022-10-24 15:37:27,28440,Praia do Morgado,MG-01,362754.0,9688769.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Praia do Morgado S.A.,,260,CE,EOLCVCE028440-8-01,-2.8151245369999742,-40.23477966099995
1.65,111.0,70.0,82.0,2022-10-24 15:37:27,29015,Mandacaru,MDU-02,213972.0,9083835.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Gravatá Geradora de Energia S.A.,,261,PE,EOLCVPE029015-7-01,-8.279807397999946,-35.59649824799993
2.0,133.0,98.0,70.0,2022-10-24 15:37:27,28810,Osório,OS-10,568206.434,6684129.26,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,262,RS,EOLCVRS028810-1-01,-29.971799465999936,-50.29302305699997
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30738,Coqueirinho,COQ-089,756161.0,8405838.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,263,BA,EOLCVBA030738-6-01,-14.407911076999937,-42.62428564399994
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31517,Chuí 09,AGC09-10,277808.0,6271227.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IX S.A.,,264,RS,EOLCVRS031517-6-01,-33.67566482999996,-53.396691042999976
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31509,Pontal 2A,AERO 04,520891.0,6651629.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,265,RS,EOLCVRS031509-5-01,-30.266813430999946,-50.782812440999976
1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-15,748046.0,8432063.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,266,BA,EOLCVBA030779-3-01,-14.17172730699997,-42.70191062099997
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31559,Verace 26,AGV26-05,286235.0,6274018.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,267,RS,EOLCVRS031559-1-01,-33.65224117499997,-53.305186814999956
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31558,Verace 31,AGV31-04,284388.0,6278488.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,268,RS,EOLCVRS031558-3-01,-33.61158455899994,-53.32400741399994
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31539,Verace 35,AGV35-05,280500.0,6281644.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo III S.A.,,269,RS,EOLCVRS031539-7-01,-33.58234906499996,-53.365107045999935
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30565,União dos Ventos 4,UV4-01,189472.19,9437021.28,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Torres de São Miguel Geradora Eólica S.A.,,270,RN,EOLCVRN030565-0-01,-5.087219175999962,-35.80049185099995
2.0,121.5,78.0,87.0,2022-10-24 15:37:27,30537,Calango 4,CAL4-6,780489.0,9333036.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 4 Energia Renovável S.A.,,271,RN,EOLCVRN030537-5-01,-6.028114104999929,-36.46620757499994
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30341,Rio Verde,RVE_5,758930.0,8433671.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Rio Verde S.A.,,272,BA,EOLCVBA030341-0-01,-14.156612605999953,-42.601691932999984
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30513,Asa Branca VII,AB-VII_18,171990.0,9416449.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VII Energias Renováveis Ltda.,,273,RN,EOLCVRN030513-8-01,-5.272373731999949,-35.95888138899994
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30351,Eurus VI,EU-VI-02,175123.552523,9420855.83995,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eurus VI Energias Renováveis Ltda.,,274,RN,EOLCVRN030351-8-01,-5.23269333199994,-35.93045354599997
2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30309,Faísa V,9,471835.0,9627540.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa V Geração e Comercialização de Energia Ltda.,,275,CE,EOLCVCE030309-7-01,-3.3696903329999373,-39.25354635799994
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30767,Chuí I,UG11,282327.47,6269248.34,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí I S.A.,,276,RS,EOLCVRS030767-0-01,-33.694431694999935,-53.34846270099996
1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30302,Morro dos Ventos IX,AG_13_MV9,175175.400229,9411956.98985,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IX S.A,,277,RN,EOLCVRN030302-0-01,-5.313093426999956,-35.93036356199997
2.0,125.5,76.5,97.0,2022-10-24 15:37:27,31563,Ventos de Guarás I,14,315214.0,8825401.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos dos Guarás I Energias Renováveis S.A.,,278,BA,EOLCVBA031563-0-01,-10.621208930999956,-40.68915047499996
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30319,Pajeú do Vento,PVE_15,755225.0,8451068.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Pajeú do Vento S.A.,,279,BA,EOLCVBA030319-4-01,-13.999784567999939,-42.63761041999993
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30551,Renascença IV,UG10,177020.282,9414240.04,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença IV S.A.,,280,RN,EOLCVRN030551-0-01,-5.2925458649999655,-35.91361350899996
2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30352,Faísa I,14,469309.0,9631576.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa I Geração e Comercialização de Energia Ltda.,,281,CE,EOLCVCE030352-6-01,-3.333170844999927,-39.27627544799998
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31600,Verace 27,AGV27-01,285963.0,6272853.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,282,RS,EOLCVRS031600-8-01,-33.662685531999955,-53.30839839399994
3.0,136.0,75.0,122.0,2022-10-24 15:37:27,31407,Folha de Serra,FDS - 02,760862.0,8390393.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Folha da Serra S.A.,,283,BA,EOLCVBA031407-2-01,-14.546991442999968,-42.579201642999976
2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30622,Arizona 1,5,235658.26687343,9412715.62979701,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Arizona 1 Energia Renovável S.A.,,284,RN,EOLCVRN030622-3-01,-5.308586244999958,-35.38505528299993
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30457,Atlântica I,I-02,565771.0,6645316.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica I Parque Eólico S.A.,,285,RS,EOLCVRS030457-3-01,-30.322174273999963,-50.31585287199994
3.0,182.5,120.0,125.0,2022-10-24 15:37:27,31814,Itarema IX,ITA-IX-02,399833.0,9673825.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema IX S.A.,,286,CE,EOLCVCE031814-0-01,-2.9576692469999557,-39.902572636999935
1.7,123.0,80.0,86.0,2022-10-24 15:37:27,30306,Seabra,SE 17,786772.0,8640646.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Seabra Energética S.A,,287,BA,EOLCVBA030306-2-01,-12.283923140999946,-42.36371866999997
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30832,Carcará I,AEG9,723001.0,9449243.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará I S.A.,,288,RN,EOLCVRN030832-3-01,-4.979671003999954,-36.98881385599998
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30609,Serra de Santana II,13,767535.0,9325786.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Lagoa Nova S.A.,,289,RN,EOLCVRN030609-6-01,-6.094172581999942,-36.58286320499997
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29069,Amparo,AEG 5,437490.025,7057220.617,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Amparo Energia Eólica S.A.,,290,SC,EOLCVSC029069-6-01,-26.604452530999936,-51.62785470299997
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30462,Atlântica II,II-04,563456.0,6644102.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Atlântica II Parque Eólico S.A.,,291,RS,EOLCVRS030462-0-01,-30.33325259399993,-50.33985857099998
2.1,137.0,93.0,88.0,2022-10-24 15:37:27,30389,Mar e Terra,UG7,730747.0,9449551.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Mar e Terra Geração e Comercialização de Energia S.A.,,292,RN,EOLCVRN030389-5-01,-4.976669323999943,-36.918994149999946
1.9,121.5,77.5,88.0,2022-10-24 15:37:27,28887,Bons Ventos,NBV-11,637579.222,9509027.702,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,293,CE,EOLCVCE028887-0-01,-4.440848173999939,-37.76000838199997
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30527,Renascença III,UG11,178310.122,9414042.383,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença III S.A.,,294,RN,EOLCVRN030527-8-01,-5.294425007999962,-35.90210306399996
2.1,135.0,80.0,110.0,2022-10-24 15:37:27,30750,Ibirapuitã I,7,629484.0,6595047.0,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eólica Ibirapuitã S.A.,,295,RS,EOLCVRS030750-5-01,-30.770524424999962,-55.64695431499996
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30691,Ilha Grande,IG-04,422953.0,9660717.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Ilha Grande Ltda.,,296,CE,EOLCVCE030691-6-01,-3.0693444159999785,-39.69337304599998
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30307,Santa Clara IV,SC-IV-03,176849.38,9418792.49,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara IV Energias Renováveis Ltda.,,297,RN,EOLCVRN030307-0-01,-5.251407852999932,-35.91498637199993
2.0,149.38,108.38,82.0,2022-10-24 15:37:27,30281,Mangue Seco 3,MS3-10,794817.0,9426412.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Mangue Seco 3 – Geradora e Comercializadora de Energia Elétrica S.A.,,298,RN,EOLCVRN030281-3-01,-5.183675338999933,-36.34070210699997
1.715,131.5,80.0,103.0,2022-10-24 15:37:27,31540,Serra das Vacas II,CSV2-07,750972.63,9014514.97,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas II S.A.,,299,PE,EOLCVPE031540-0-01,-8.908269255999926,-36.71779596899995
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30840,Corredor do Senandes IV,S4-08,372717.0,6415083.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes IV Ltda.,,300,RS,EOLCVRS030840-4-01,-32.39402351299998,-52.353312459999984
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30738,Coqueirinho,COQ-091,755955.0,8405434.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,301,BA,EOLCVBA030738-6-01,-14.411579968999945,-42.62615635199995
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33644,São Miguel I,SM I 10,169622.0,9428854.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel I S.A,,302,RN,EOLCVRN033644-0-01,-5.160201898999958,-35.97969385499994
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31754,Umburanas 15,UMB_15_05,225312.0,8821890.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 11 Ltda.,,303,BA,EOLCVBA031754-3-01,-10.647442675999969,-41.51075700399997
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30827,Porto das Barcas,C-04,195222.0,9688765.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,,304,PI,EOLCVPI030827-7-01,-2.8125794529999553,-41.741195887999936
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30827,Porto das Barcas,C-03,194980.0,9688491.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto das Barcas Energia S.A.,,305,PI,EOLCVPI030827-7-01,-2.8150503569999614,-41.743376567999974
2.1,137.0,80.0,114.0,2022-10-24 15:37:27,35266,Zeus II,SP02-03,294385.0,8897430.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Zeus II - Delfina 8 S.A.,,306,BA,EOLCVBA035266-7-01,-9.969019883999977,-40.875631614999975
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30546,Seraíma,SER-14,747707.681755,8437821.8775,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Seraima S.A.,,307,BA,EOLCVBA030546-4-01,-14.119728195999926,-42.705565425999964
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.34,236611.0,9411204.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,308,RN,EOLCVRN028424-6-01,-5.322282540999936,-35.37651655399998
1.68,122.0,80.0,82.5,2022-10-24 15:37:27,30776,Pilões,PIL-14,756100.693696,8447321.88519,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Pilões S.A.,,309,BA,EOLCVBA030776-9-01,-14.033150022999962,-42.62875595199995
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,32355,Paraíso dos Ventos do Nordeste,PV12,176297.0,9437077.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Usina de Energia Eólica Paraíso dos Ventos do Nordeste S.A.,,310,RN,EOLCVRN032355-1-01,-5.086188465999953,-35.919207711999945
3.0,182.5,120.0,125.0,2022-10-24 15:37:27,31815,Itarema VI,8,402541.0,9674042.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema VI S.A.,,311,CE,EOLCVCE031815-9-01,-2.9486710099999414,-39.87695850099993
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33647,São Miguel III,SM III 02,167209.0,9429013.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,312,RN,EOLCVRN033647-5-01,-5.158663047999937,-36.00142992599996
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30834,Santa Helena,11,175830.0,9397504.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Helena Energias Renováveis S.A.,,313,RN,EOLCVRN030834-0-01,-5.443699183999968,-35.925087323999946
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30339,Miassaba 3,WT12,776750.0,9432150.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Miassaba 3 Geradora de Energia S.A,,314,RN,EOLCVRN030339-9-01,-5.132497697999952,-36.50375504099998
2.35,153.5,99.5,108.0,2022-10-24 15:37:27,30787,Modelo I,MODI 2,180367.271591,9398339.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Enel Green Power Modelo I Eólica S.A.,,315,RN,EOLCVRN030787-4-01,-5.436352317999933,-35.88414551699998
2.3,149.0,108.0,82.0,2022-10-24 15:37:27,30381,Sangradouro 2,SG2-03,568904.735,6690012.622,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos da Lagoa Energia S.A.,,316,RS,EOLCVRS030381-0-01,-29.91866906499996,-50.286164707999944
1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-03,748492.0,8433309.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,317,BA,EOLCVBA030779-3-01,-14.16043065499997,-42.69789441199998
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,4,181804.0,9417683.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,318,RN,EOLCVRN030497-2-01,-5.261639246999948,-35.87037733699998
3.0,129.9,75.0,109.8,2022-10-24 15:37:27,31402,Abil,ABL_04,765248.0,8419624.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Abil S.A.,,319,BA,EOLCVBA031402-1-01,-14.28251473599994,-42.54142361299995
1.65,111.0,70.0,82.0,2022-10-24 15:37:27,28730,Gargaú,WTG2,284439.175,7612603.947,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gargaú Energética S.A.,,320,RJ,EOLCVRJ028730-0-01,-21.576502924999943,-41.08190130299994
2.0,145.0,100.0,90.0,2022-10-24 15:37:27,30791,Minuano II,UG17,275538.18,6266619.9,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VII S.A.,,321,RS,EOLCVRS030791-2-01,-33.71670359099994,-53.422320996999986
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.45,235652.0,9410281.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,322,RN,EOLCVRN028424-6-01,-5.330591776999938,-35.38519657499995
2.3,149.0,108.0,82.0,2023-01-10 16:24:58,30286,Osório 2,OS2-03,572445.861,6686491.184,Versão Válida,WGS84,Sim,UTM 22 S (MER -51),Ventos do Litoral Energia  S.A.,,323,RS,EOLCVRS030286-4-01,-29.950242568999954,-50.249243587999956
4.2,200.0,125.0,150.0,2022-05-03 16:25:59,40880,Serrote III,SIII-3,460002.0,9636941.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,324,CE,EOLCVCE040880-8-01,-3.2846074099999782,-39.36003706499997
3.15,182.5,120.0,125.0,2022-10-24 15:37:27,33005,Ventos de Santa Ângela 01,VSA01-02,218376.0,9056946.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 1 S.A.,,325,PI,EOLCVPI033005-1-01,-8.523042558999975,-41.558139532999974
3.0,158.0,100.0,116.0,2022-10-24 15:37:27,31485,Itarema I,9,404241.0,9677266.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema I S.A.,,326,CE,EOLCVCE031485-4-01,-2.9195185619999506,-39.861640352999984
3.0,158.0,100.0,116.0,2022-10-24 15:37:27,31483,Itarema II,3,402927.0,9677660.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema II S.A.,,327,CE,EOLCVCE031483-8-01,-2.9159452619999797,-39.87346006799993
1.7,131.5,80.0,103.0,2022-10-24 15:37:27,31344,Caetité A,13,771266.0,8433322.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Eólica Caetité A S.A.,,328,BA,EOLCVBA031344-0-01,-14.158197234999932,-42.487048571999935
2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30437,Caetité 2,C2-26,768962.93,8429668.686,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Caetité 2 Energia Renovável S.A.,,329,BA,EOLCVBA030437-9-01,-14.19142097699995,-42.508008882999945
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30615,Serra de Santana III,11,777239.0,9329184.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,330,RN,EOLCVRN030615-0-01,-6.063062675999959,-36.49538704499997
0.6,86.6,64.6,44.0,2022-10-24 15:37:27,28793,Água Doce,AEG 4,431345.84,7058852.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,331,SC,EOLCVSC028793-8-01,-26.589923648999957,-51.69022245499997
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31365,Ventos de Santa Brígida I,BR1-08,745050.0,9024055.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,332,PE,EOLCVPE031365-3-01,-8.822370349999971,-36.77214460999994
2.3,154.0,108.0,92.0,2022-10-24 15:37:27,30734,Índios 2,DI2-10,563684.248714,6678183.992101,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos dos Índios Energia S.A.,,333,RS,EOLCVRS030734-3-01,-30.025565867999944,-50.339585314999965
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31537,Serra das Vacas I,CSV1-03,748118.0,9014498.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas I S.A.,,334,PE,EOLCVPE031537-0-01,-8.908580987999926,-36.74373954899994
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.10,236287.0,9412056.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,335,RN,EOLCVRN028424-6-01,-5.314570303999972,-35.37940865699994
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30570,União dos Ventos 9,4,179580.49,9436603.71,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Ilha dos Ventos Geradora Eólica S.A,,336,RN,EOLCVRN030570-7-01,-5.090598088999968,-35.88964134299994
2.1,153.7,120.0,110.0,2022-10-24 15:37:27,30924,Santa Catarina,SC-08,645532.0,9491843.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos III S.A.,,337,CE,EOLCVCE030924-9-01,-4.596148817999961,-37.68806350899996
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28770,Enacel,EN-02,636547.04279632,9502134.90329789,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,338,CE,EOLCVCE028770-9-01,-4.50320678199995,-37.76920582699995
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31406,Taboquinha,TBQ - 08,748345.0,8462539.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Taboquinha S.A.,,339,BA,EOLCVBA031406-4-01,-13.896360841999979,-42.701888277999956
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31741,Umburanas 03,UMB_03_07,226798.0,8822446.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 3 S.A.,,340,BA,EOLCVBA031741-1-01,-10.642527386999973,-41.497142433999954
1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30503,Eurus I,AG_13_EU1,183511.0,9405842.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,341,RN,EOLCVRN030503-0-01,-5.368687586999954,-35.85546988799996
0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29088,Atlântica,19,281754.0,9275538.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,342,PB,EOLCVPB029088-2-01,-6.55067510799995,-34.97408236999996
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30569,União dos Ventos 8,UV8-04,179522.633,9438912.734,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Esquina dos Ventos Geradora Eólica S.A.,,343,RN,EOLCVRN030569-3-01,-5.0697162609999395,-35.89005916399998
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,30754,Chuí IV,UG42,279075.36,6269241.85,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IV S.A.,,344,RS,EOLCVRS030754-8-01,-33.69381841999996,-53.38352489799996
2.1,137.5,90.0,95.0,2022-10-24 15:37:27,30352,Faísa I,4,470851.0,9633296.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa I Geração e Comercialização de Energia Ltda.,,345,CE,EOLCVCE030352-6-01,-3.3176139679999324,-39.26239059899996
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28631,Praia Formosa,AEG 08,274054.0,9679119.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,346,CE,EOLCVCE028631-1-01,-2.901240270999949,-41.03267362999998
1.7,130.0,80.0,100.0,2022-10-24 15:37:27,31365,Ventos de Santa Brígida I,BR1-03,746567.0,9025090.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,347,PE,EOLCVPE031365-3-01,-8.81293373699998,-36.75841656299997
2.0,125.0,80.0,90.0,2022-10-24 15:37:27,30443,Pedra Branca,PB -06,272519.0,8910219.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Pedra Branca S.A,,348,BA,EOLCVBA030443-3-01,-9.852244455999937,-41.07428163099996
2.1,124.0,80.0,88.0,2022-10-24 15:37:27,28631,Praia Formosa,AEG 26,272903.0,9679744.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,349,CE,EOLCVCE028631-1-01,-2.895570740999972,-41.04301379299994
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,28712,Elebrás Cidreira 1,25,577532.6,6671826.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Elebrás Projetos S.A,,350,RS,EOLCVRS028712-1-01,-30.081162545999973,-50.17772261799996
2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30801,Joana,AEG10,757746.0,8462238.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,351,BA,EOLCVBA030801-3-01,-13.898246049999955,-42.61491881099994
2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32011,Cacimbas 1,AG CA-01,469289.0,9641792.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Cacimbas S.A.,,352,CE,EOLCVCE032011-0-01,-3.240747570999929,-39.27643004399994
