POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,latitude,longitude
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29062,Bom Jardim,UG 8,641086.992,6852941.2405,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Bom Jardim Energia Eólica S.A.,,494,SC,EOLCVSC029062-9-01,-28.44242620899996,-49.55921505799995
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30417,Rei dos Ventos 3,RDV 54,813800.0,9433750.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,,495,RN,EOLCVRN030417-4-01,-5.1166478669999265,-36.169892568999956
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30508,Asa Branca VIII,AB-VIII_09,169158.0,9414418.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VIII Energias Renováveis Ltda,,496,RN,EOLCVRN030508-1-01,-5.290600130999962,-35.98449251599993
2.0,123.0,78.0,90.0,2022-10-24 15:37:27,30437,Caetité 2,C2-17,770331.058,8431422.004,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Caetité 2 Energia Renovável S.A.,,497,BA,EOLCVBA030437-9-01,-14.175450757999954,-42.49551549499995
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31602,Verace 30,AGV30-03,281878.0,6278214.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,498,RS,EOLCVRS031602-4-01,-33.613542681999945,-53.351109141999984
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30739,Caititu,CAI-075,754723.0,8401369.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Caititu S.A.,,499,BA,EOLCVBA030739-4-01,-14.44841749699998,-42.637188125999955
1.65,111.0,70.0,82.0,2022-10-24 15:37:27,28730,Gargaú,WTG15,286186.178,7614174.951,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gargaú Energética S.A.,,500,RJ,EOLCVRJ028730-0-01,-21.562546968999982,-41.06478459999994
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,31741,Umburanas 03,UMB_03_04,226166.0,8823618.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 3 S.A.,,501,BA,EOLCVBA031741-1-01,-10.631891691999954,-41.502828894999936
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.19,235480.0,9411338.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,502,RN,EOLCVRN028424-6-01,-5.321031925999932,-35.38671073399996
2.7,150.0,89.0,122.0,2023-01-10 14:06:30,32106,Juazeiro,JUA - 06,749539.0,8468945.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Juazeiro S.A.,,503,BA,EOLCVBA032106-0-01,-13.83838026199993,-42.69141814699998
3.0,182.5,120.0,125.0,2021-03-23 17:48:10,33016,Ventos de Santa Ângela 12,VSA12-08,231913.0,9028015.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 12 S.A.,,504,PI,EOLCVPI033016-7-01,-8.785283427999957,-41.43693586099994
3.15,182.5,120.0,125.0,2021-03-16 10:10:08,33022,Ventos de Santa Angela 18,VSA18-07,235409.0,9031337.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),"Enel Green Power Brasil Participações Ltda., Enel Green Power Desenvolvimento Ltda.",,505,PI,EOLCVPI033022-1-01,-8.755465930999947,-41.40498297499994
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.52,236341.0,9409850.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,506,RN,EOLCVRN028424-6-01,-5.334511516999953,-35.37899840599994
2.7,180.0,119.0,122.0,2022-10-24 15:37:27,32010,Estrela,AG ES-07,466898.0,9638768.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Estrela S.A.,,507,CE,EOLCVCE032010-2-01,-3.268099260999975,-39.297959307999974
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30571,União dos Ventos 10,UV10-01,179253.0,9434730.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Pontal do Nordeste Geradora Eólica S.A.,,508,RN,EOLCVRN030571-5-01,-5.107496243999947,-35.89265752299997
2.308,130.5,80.0,101.0,2022-10-24 15:37:27,30662,Trairí,UG2,467756.22,9643704.53,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Trairí S.A.,,509,CE,EOLCVCE030662-2-01,-3.2234412059999613,-39.290221566999946
2.3,154.0,108.0,92.0,2022-10-24 15:37:27,30734,Índios 2,DI2-05,564314.72609,6679541.227059,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos dos Índios Energia S.A.,,510,RS,EOLCVRS030734-3-01,-30.013430615999937,-50.33301800199996
0.5,64.15,44.0,40.3,2022-10-24 15:37:27,27908,de Palmas,UG4,430552.0,7060128.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),Copel Geração e Transmissão S.A,,511,PR,EOLCVPR027908-0-01,-26.57827263799993,-51.69788133299994
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30341,Rio Verde,RVE_1,758763.0,8434607.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Rio Verde S.A.,,512,BA,EOLCVBA030341-0-01,-14.148172276999958,-42.60332673399995
1.5,100.0,65.0,70.0,2022-10-24 15:37:27,28441,Volta do Rio,9,392624.81608591,9684803.79238939,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,513,CE,EOLCVCE028441-6-01,-2.851247910999973,-39.96609585599998
2.1,150.0,93.0,114.0,2022-10-24 15:37:27,31427,Santa Mônica,MON-01,189559.0,9415705.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Mônica Enerqias Renováveis S.A.,,514,RN,EOLCVRN031427-7-01,-5.279830067999967,-35.80055853299996
1.62,130.0,80.0,100.0,2022-10-24 15:37:27,30889,Morro dos Ventos II,6,186043.0,9406250.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos II S.A.,,515,RN,EOLCVRN030889-7-01,-5.365116021999938,-35.83264224599998
2.0,138.5,90.0,97.0,2022-10-24 15:37:27,30838,Delta do Parnaíba,14,196787.0,9687055.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto do Parnaíba Energia S.A.,,516,PI,EOLCVPI030838-2-01,-2.8280654869999466,-41.727166936999936
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30571,União dos Ventos 10,UV10-08,179852.0,9434385.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Pontal do Nordeste Geradora Eólica S.A.,,517,RN,EOLCVRN030571-5-01,-5.110637641999972,-35.88727404699995
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31517,Chuí 09,AGC09-08,278474.0,6270645.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IX S.A.,,518,RS,EOLCVRS031517-6-01,-33.68104861499995,-53.38965781799993
2.3,122.0,80.0,84.0,2022-10-24 15:37:27,30726,Primavera,AEG4,240844.0,8700906.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Primavera Eólica S.A.,,519,BA,EOLCVBA030726-2-01,-11.741768879999938,-41.377785252999956
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,33630,Campo Largo V,AEG4,233739.0,8845985.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque V S.A.,,520,BA,EOLCVBA033630-0-01,-10.43032601599998,-41.432069911999974
2.0,145.0,100.0,90.0,2022-10-24 15:37:27,30844,Minuano I,UG2,277813.23,6265649.33,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VI S.A.,,521,RS,EOLCVRS030844-7-01,-33.72592875899994,-53.39803159499996
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31541,Verace 25,AGV25-02,284281.0,6275084.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,522,RS,EOLCVRS031541-9-01,-33.64579799999996,-53.324247999999955
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31602,Verace 30,AGV30-06,282956.0,6278947.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,523,RS,EOLCVRS031602-4-01,-33.607157187999974,-53.339319459999956
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.40,236077.0,9410705.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,524,RN,EOLCVRN028424-6-01,-5.326774235999949,-35.38134930099994
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32523,Delfina VI,15,287998.0,8893175.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina D Eólica S.A.,,525,BA,EOLCVBA032523-6-01,-10.007150121999928,-40.93409884899995
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30828,Ventos de Santo Uriel,SU_02,178816.0,9392878.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ventos de Santo Uriel S.A,,526,RN,EOLCVRN030828-5-01,-5.485624535999932,-35.898368250999965
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,9,182511.0,9415568.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,527,RN,EOLCVRN030497-2-01,-5.280777974999978,-35.86409265899994
3.465,150.0,84.0,132.0,2022-10-24 15:37:27,35240,Ventos de Arapuá 1,ARP1-04,726856.0,9219344.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Arapuá 1 Energia Renovável S.A.,,528,PB,EOLCVPB035240-3-01,-7.057961040999942,-36.946269246999975
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30819,Corredor do Senandes III,S3-05,373251.0,6412599.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes III S.A.,,529,RS,EOLCVRS030819-6-01,-32.41648686399998,-52.34796912799993
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30819,Corredor do Senandes III,S3-04,372327.0,6414067.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes III S.A.,,530,RS,EOLCVRS030819-6-01,-32.40314193099994,-52.357595197999956
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.48,235397.0,9410037.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,531,RN,EOLCVRN028424-6-01,-5.332788277999953,-35.387504597999964
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30565,União dos Ventos 4,UV4-07,190191.27,9437468.16,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Torres de São Miguel Geradora Eólica S.A.,,532,RN,EOLCVRN030565-0-01,-5.083209419999946,-35.79399463699997
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28174,Beberibe,WEC - 07,601793.6885,9537284.514,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Beberibe S.A.,,533,CE,EOLCVCE028174-3-01,-4.186088124999969,-38.083158526999966
2.0,145.0,100.0,90.0,2022-10-24 15:37:27,30844,Minuano I,UG8,276331.45,6264888.82,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí VI S.A.,,534,RS,EOLCVRS030844-7-01,-33.73247042199995,-53.41420388199998
2.7,150.0,89.0,122.0,2023-01-10 14:06:30,32106,Juazeiro,JUA - 05,749579.0,8468754.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Juazeiro S.A.,,535,BA,EOLCVBA032106-0-01,-13.840102410999975,-42.691031271999975
2.2,150.0,95.0,110.0,2022-10-24 15:37:27,33666,Boa Esperança I,BE_5,169505.0,9389094.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Boa Esperança I S.A.,,536,RN,EOLCVRN033666-1-01,-5.519396701999938,-35.98248526499998
2.3,122.0,80.0,84.0,2022-10-24 15:37:27,30725,São Judas,AEG02,243399.0,8711984.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power São Judas Eólica S.A.,,537,BA,EOLCVBA030725-4-01,-11.641863254999976,-41.35351066399994
2.7,148.0,90.0,116.0,2022-10-24 15:37:27,40574,Delta 8 I,D7-III-04,769856.0,9701617.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Delta 8 I Energia S.A.,,538,MA,EOLCVMA040574-4-01,-2.6971101899999326,-42.57292867499996
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33647,São Miguel III,SM III 01,167401.0,9429263.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,539,RN,EOLCVRN033647-5-01,-5.156412696999951,-35.99968927899994
0.8,99.6,75.6,48.0,2022-10-24 15:37:27,29085,Albatroz,2,282214.0,9275620.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A.,,540,PB,EOLCVPB029085-8-01,-6.54995011799997,-34.96992106499994
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31557,Verace 29,AGV29-01,279874.0,6279009.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,541,RS,EOLCVRS031557-5-01,-33.60596598799998,-53.37249752699995
1.68,121.25,80.0,82.5,2022-10-24 15:37:27,30779,Ametista,AEG-16,748073.0,8431898.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Ametista S.A.,,542,BA,EOLCVBA030779-3-01,-14.173215610999932,-42.701645601999985
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.55,236086.0,9409595.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,543,RN,EOLCVRN028424-6-01,-5.33680746899995,-35.38130682299993
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31600,Verace 27,AGV27-02,285533.0,6273046.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,544,RS,EOLCVRS031600-8-01,-33.66085953099997,-53.312986095999975
2.3,130.5,80.0,101.0,2022-10-24 15:37:27,30727,Cristal,AEG7,238681.0,8694855.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia I Eólica S.A.,,545,BA,EOLCVBA030727-0-01,-11.796277252999971,-41.39809287999998
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30497,Renascença V,11,184188.0,9416040.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Renascença V Energias Renováveis S.A.,,546,RN,EOLCVRN030497-2-01,-5.276582903999952,-35.848957524999946
2.1,136.5,89.0,95.0,2022-10-24 15:37:27,30389,Mar e Terra,UG4,730944.0,9450325.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Mar e Terra Geração e Comercialização de Energia S.A.,,547,RN,EOLCVRN030389-5-01,-4.969666271999927,-36.917240283999945
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30310,Morro dos Ventos III,AG_18_MV3,182197.89,9405489.71,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos III S.A,,548,RN,EOLCVRN030310-0-01,-5.3718235919999415,-35.867337232999944
2.35,130.0,80.0,100.0,2022-10-24 15:37:27,30801,Joana,AEG2,757146.0,8460284.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,549,BA,EOLCVBA030801-3-01,-13.91595308799998,-42.62028708199995
2.5,148.0,90.0,116.0,2022-10-24 15:37:27,33634,Umburanas 17,UMB_17_01,218800.0,8819080.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 14 Ltda.,,550,BA,EOLCVBA033634-3-01,-10.672348824999972,-41.57045133699995
2.1,147.5,96.2,95.0,2022-10-24 15:37:27,30372,Icaraí I,AEG-02,433403.88298295,9657694.43970773,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Icaraí I S.A.,,551,CE,EOLCVCE030372-0-01,-3.096745276999968,-39.59934091399998
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,31404,Angico,AGC - 02,748187.0,8462877.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Angico S.A.,,552,BA,EOLCVBA031404-8-01,-13.893320843999959,-42.703379635999966
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30752,Corrupião,COR-005,761252.0,8419087.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Corrupião S.A.,,553,BA,EOLCVBA030752-1-01,-14.28774531099998,-42.57838681099997
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30753,Tamanduá Mirim,TAM-64,757587.0,8407809.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Tamanduá Mirim S.A.,,554,BA,EOLCVBA030753-0-01,-14.389972115999967,-42.61125815799994
1.6,121.0,80.0,82.0,2022-10-24 15:37:27,30504,Eurus III,17,180404.0,9402677.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),DESA Eurus III S.A.,,555,RN,EOLCVRN030504-9-01,-5.397160190999955,-35.88362841899993
2.0,126.5,78.0,97.0,2022-10-24 15:37:27,31337,Maniçoba,Maniçoba 04,232175.0,8685106.0,Versão Válida,SIRGAS2000,Não,UTM 24 S (MER -39),Enel Green Power Maniçoba Eólica S.A.,,556,BA,EOLCVBA031337-8-01,-11.883851062999952,-41.45854737499997
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30897,Carcará II,AEG-06,721504.6,9450941.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará II S.A.,,557,RN,EOLCVRN030897-8-01,-4.964360322999937,-37.00235019699994
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30322,Planaltina,PLA_10,755039.0,8453275.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Planaltina S.A.,,558,BA,EOLCVBA030322-4-01,-13.979862611999977,-42.63953480299995
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,30691,Ilha Grande,IG-06,422723.0,9659997.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Elétrica Ilha Grande Ltda.,,559,CE,EOLCVCE030691-6-01,-3.0758564599999545,-39.69544701099994
1.6,121.25,80.0,82.5,2022-10-24 15:37:27,30342,Guirapá,GUI_7,754469.0,8426847.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Guirapá Ltda.,,560,BA,EOLCVBA030342-9-01,-14.218671127999926,-42.642355950999956
1.5,123.5,85.0,77.0,2022-10-24 15:37:27,29065,Campo Belo,UG 6,425395.0,7054549.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Campo Belo Energia Eólica S.A.,,561,SC,EOLCVSC029065-3-01,-26.628385262999927,-51.75023333599995
2.0,135.0,80.0,110.0,2022-10-24 15:37:27,32083,Cristalândia III,AEG 13,225852.5242,8445785.879,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia II Eólica S.A.,,562,BA,EOLCVBA032083-8-01,-14.045330220999972,-41.53838001199995
1.5,138.5,100.0,77.0,2022-10-24 15:37:27,29051,Púlpito,AEG 5,636047.77533871,6850238.86941858,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Púlpito Energia Eólica S.A.,,563,SC,EOLCVSC029051-3-01,-28.467347502999928,-49.610344150999936
2.0,175.0,120.0,110.0,2022-10-24 15:37:27,30536,Dreen São Bento do Norte,14,171084.0,9440019.0,Versão Válida,SIRGAS2000,,UTM 25 S (MER -33),GE São Bento do Norte S.A,,564,RN,EOLCVRN030536-7-01,-5.059394616999953,-35.96605570599996
1.65,111.0,70.0,82.0,2022-10-24 15:37:27,28444,Alegria I,AEG I-18,789412.0,9433100.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),New Energy Options Geração de Energia S.A.,,565,RN,EOLCVRN028444-0-01,-5.12382983599997,-36.38998548999996
1.67,123.0,80.0,86.0,2022-10-24 15:37:27,30283,Macaúbas,MA 18,790522.0,8632465.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Macaúbas Energética S.A.,,566,BA,EOLCVBA030283-0-01,-12.357490477999931,-42.32852295699996
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31557,Verace 29,AGV29-08,282192.0,6276952.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,567,RS,EOLCVRS031557-5-01,-33.62497994699993,-53.34803565799996
2.3,139.0,98.0,82.0,2022-10-24 15:37:27,28855,Palmares,PA 02,558789.0,6630930.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Parques Eólicos Palmares S.A.,,568,RS,EOLCVRS028855-1-01,-30.45234461399997,-50.38767034299997
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33642,São Bento do Norte II,SBN II 02,175253.0,9431961.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Bento do Norte II S.A.,,569,RN,EOLCVRN033642-4-01,-5.132367273999932,-35.928824401999975
1.79,130.0,80.0,100.0,2022-10-24 15:37:27,31557,Verace 29,AGV29-04,280783.0,6278188.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo II S.A.,,570,RS,EOLCVRS031557-5-01,-33.61355213499996,-53.362909661999936
0.8,99.0,75.0,48.0,2022-10-24 15:37:27,28424,RN 15 - Rio do Fogo,1.8,234045.0,9411167.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,571,RN,EOLCVRN028424-6-01,-5.322527246999925,-35.39965677899994
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30569,União dos Ventos 8,UV8-09,180050.479,9439058.391,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Esquina dos Ventos Geradora Eólica S.A.,,572,RN,EOLCVRN030569-3-01,-5.068421503999957,-35.885297298999944
2.1,175.0,120.0,110.0,2022-10-24 15:37:27,33647,São Miguel III,SM III 06,166358.0,9429221.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Geradora Eólica São Miguel III S.A.,,573,RN,EOLCVRN033647-5-01,-5.156747678999977,-36.00908905599994
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34633,Campo Largo II,CLII-3,231077.0,8836486.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque II S.A.,,574,BA,EOLCVBA034633-0-01,-10.51597259099998,-41.45704596599995
2.0,145.0,95.0,100.0,2022-10-24 15:37:27,30502,Farol,FA01,830854.0,9436956.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),GE Farol S.A.,,575,RN,EOLCVRN030502-2-01,-5.086986313999944,-36.01635683799998
1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30503,Eurus I,AG_17_EU1,183837.0,9406664.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,576,RN,EOLCVRN030503-0-01,-5.361274302999959,-35.852496505999966
1.6,130.0,80.0,100.0,2022-10-24 15:37:27,30564,União dos Ventos 3,8,188652.0,9436971.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ponta do Vento Leste Geradora Eólica S.A.,,577,RN,EOLCVRN030564-2-01,-5.087641300999962,-35.80788469699996
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34643,Campo Largo XVIII,AEG5,227108.0,8845935.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque XVIII S.A.,,578,BA,EOLCVBA034643-8-01,-10.430311342999971,-41.49260288499994
3.0,125.0,75.0,100.0,2022-10-24 15:37:27,31408,Jacarandá do Cerrado,JCE - 01,760544.0,8389378.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Jacarandá do Cerrado S.A.,,579,BA,EOLCVBA031408-0-01,-14.556190911999977,-42.58205093799995
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30732,Angical,ANG-021,757827.0,8411957.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Angical S.A.,,580,BA,EOLCVBA030732-7-01,-14.352477422999982,-42.60943223199996
1.85,121.25,80.0,82.5,2022-10-24 15:37:27,30739,Caititu,CAI-081,754168.0,8399283.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Caititu S.A.,,581,BA,EOLCVBA030739-4-01,-14.467313882999974,-42.64213439799994
0.6,86.6,64.6,44.0,2022-10-24 15:37:27,28793,Água Doce,AEG 6,431195.6,7059221.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,582,SC,EOLCVSC028793-8-01,-26.586495966999962,-51.69141700299997
3.0,178.0,120.0,116.0,2022-10-24 15:37:27,30897,Carcará II,AEG-04,721269.4,9452135.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará II S.A.,,583,RN,EOLCVRN030897-8-01,-4.953571649999958,-37.00450290799995
2.7,150.0,89.0,122.0,2022-10-24 15:37:27,34613,Campo Largo I,CLI-11,225195.0,8839623.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CLWP Eólica Parque I Ltda.,,584,BA,EOLCVBA034613-6-01,-10.48720726099998,-41.510523270999954
2.0,139.0,98.0,82.0,2022-10-24 15:37:27,30378,Santa Clara V,SC-V-15,176345.39,9418065.49,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara V Energias Renováveis Ltda.,,585,RN,EOLCVRN030378-0-01,-5.257954841999947,-35.919559309999954
1.6,120.0,80.0,82.0,2022-10-24 15:37:27,30302,Morro dos Ventos IX,AG_01_MV9,177022.067899,9412797.82278,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IX S.A,,586,RN,EOLCVRN030302-0-01,-5.305575559999966,-35.91368301199998
2.3,130.5,80.0,101.0,2022-10-24 15:37:27,30727,Cristal,AEG12,238893.0,8696632.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Cristalandia I Eólica S.A.,,587,BA,EOLCVBA030727-0-01,-11.780237444999955,-41.39600925499997
